longitude,latitude,Name,ACCESS_ID,ACCESS_LOC,ACESS_TYPE,BIKE_RACK,BWC_Info,BeachMat,BeachWheelchair,CAMA_SIGN,COMMENT_,CONTRACT_NUM,CONTRACT_YR,COUNTY,DCM_Funded,DCM_RO,DUNE_WALK,Field Name,HAND_BEACH,HAND_DUNE,HAND_OVRLK,HAND_PRKG,KayakCanoeLaunch,LOCL_SPONS,Land_Status,NCDCM_ID,NEAR_DIST,NEAR_FID,OVERLOOK,PARKING,PARKING_OPTIONS,PHOTO,PIC_TABLE,PLACE,PRKG_COMMENTS,PRK_FEE,PaidParkURL,RESTRM,SHOWER,SURV_DATE,VEH_ACCESS,WaterAccessTYPE
-75.63294,35.973379,Nags Head,Bainbridge Street,S. Virginia Dare Trail and Bainbridge Street,Beach,0,http://nagsheadnc.gov/309/Public-Beach-Accesses,,1,1,,,,Dare,0,Elizabeth City Regional Office,1,Field Value,0,0,0,,0,Town of Nags Head,Municipality,1060,1058.535914,317,0,16,Onsite Parking,ecity_nh_ebainbridge_156.png,0,Nags Head,,0,n/a,0,0,12/13/07,,Ocean
-78.49049031,33.87208849,Sunset Beach,1802 Main Street East,1802 Main Street East,Beach,0,https://www.sunsetbeachnc.gov/vertical/sites/%7BA2C1D077-15B6-49E5-B8FD-53D65FA0DC5D%7D/uploads/2022_Surf_Chair-Walker_Letter_and_Agreement.pdf,,1,1,,,,Brunswick,0,Wilmington Regional Office,1,Field Value,0,0,0,0,0,Sunset Beach,Municipality,137,403.180427,310,0,0,On-Street Parking,SB02.png,0,Sunset Beach,,,n/a,0,0,8/11/21,No,Ocean
-77.88889743,34.04193625,Carolina Beach,Sailfish Lane,Carolina Beach Ava N and Sailfish Lane,Beach,0,https://www.carolinabeach.org/government/departments/parks-recreation/beach-wheelchairs,0,1,0,Accessible Ramp,,,New Hanover,1,Wilmington Regional Office,1,Field Value,1,1,0,0,0,Carolina Beach,Municipality,312,520.127538,383,0,0,On-Street Parking,Local.png,0,Carolina Beach,"Parking available nearby, or in the vicinity",,n/a,0,0,8/9/21,No,Ocean
-76.57614888,34.71970241,Carteret County,The Straits,Old Harkers Island Bridge,Shoreline,0,,0,,0,,,,Carteret,0,MHC,0,Field Value,1,0,1,1,0,Carteret County,Leased from DOT,,,,1,47,Onsite Parking,,0,Carteret County,,0,,0,0,10/3/24,No,
-76.217279,36.292741,Elizabeth City,Southern and Dawson Play Lot,718 Dawson Street,Shoreline,0,n/a,,0,0,fishing platform and benches,,,Pasquotank,0,Elizabeth City Regional Office,0,Field Value,0,0,0,,0,Elizabeth City,Municipality,1048,956.026768,264,0,2,Onsite Parking,ecity_ecity_southernanddawson_082.png,0,Elizabeth City,Unmarked Parking,0,n/a,0,0,3/4/13,,Estuarine
-78.33535878,33.90779586,Holden Beach,PW440,917 Ocean Blvd West,Beach,1,n/a,,0,1,,,,Brunswick,0,Wilmington Regional Office,1,Field Value,0,1,1,,0,,Municipality,520,805.028893,839,1,,On-Street Parking,Local.png,0,Holden Beach,Street Parking Only on Marlin Dr,,n/a,0,0,4/19/24,No,Ocean
-77.12343771,34.68525842,Swansboro,Wards Shore Park,321 Water St,Shoreline,0,n/a,,0,1,,,,Onslow,1,Morehead City Regional Office,0,Field Value,0,0,0,0,0,Swansboro,Municipality,985,1301.209979,906,0,0,On-Street Parking,swansboro2wardscreek.png,1,Swansboro,,,n/a,0,0,1/31/08,No,Estuarine
-76.99937218,34.66878392,Emerald Isle,Whitewater/West Summer,6407 Ocean Dr.,Beach,0,https://www.emeraldisle-nc.org/170/Beach-Wheel-Chair-Program,,1,1,,,,Carteret,0,Morehead City Regional Office,1,Field Value,0,0,0,0,0,Emerald Isle,Municipality,550,319.340333,183,0,0,No Parking,EI70.png,0,Emerald Isle,,,n/a,0,0,5/15/18,No,Ocean
-76.93755857,34.67890453,Emerald Isle,EI-69,Ocean Dr. and 16th St.,Beach,0,https://www.emeraldisle-nc.org/170/Beach-Wheel-Chair-Program,,1,1,,,,Carteret,0,Morehead City Regional Office,0,Field Value,0,0,0,0,0,,Municipality,444,542.651855,114,0,0,No Parking,EI42.png,0,Emerald Isle,,,n/a,0,0,5/2/03,E,Ocean
-78.51172166,33.86720431,Sunset Beach,33rd Street,33rd Street,Beach,0,https://www.sunsetbeachnc.gov/vertical/sites/%7BA2C1D077-15B6-49E5-B8FD-53D65FA0DC5D%7D/uploads/2022_Surf_Chair-Walker_Letter_and_Agreement.pdf,,1,1,,,,Brunswick,0,Wilmington Regional Office,1,Field Value,0,0,0,,0,Sunset Beach,Municipality,124,209.228401,270,0,,On-Street Parking,SB27.png,0,Sunset Beach,,0,n/a,0,0,11/8/03,,Ocean
-77.99830912,33.87198216,Bald Head Island,Village Creek Access,"Federal Rd, Bald Head Island, NC 28461",Shoreline,,,,0,,,5862,2013-14,New Hanover,1,WILM,0,Field Value,,0,,,1,Bald Head Island,Municipality,,1569.571584,445,0,,Onsite Parking,,0,Bald Head Island,,,n/a,1,,53:04.4,,Estuarine
-78.1449565,33.92558857,Oak Island,Veterans Park (formally Waterway Park),NE 15th St & E Yacht Dr,Shoreline,0,,0,0,1,"Picnic Shelter, Pier, and Benches",7139,,Brunswick,1,WILM,0,Field Value,0,0,1,2,0,Oak Island,Municipality,,3753.250192,873,1,14,Onsite Parking,,1,Oak Island,,0,n/a,0,0,21:08.8,No,Estuarine
-76.91243312,34.68265418,Emerald Isle,EI-82,Ocean Dr. and 2nd Street.,Beach,0,https://www.emeraldisle-nc.org/170/Beach-Wheel-Chair-Program,,1,1,,,,Carteret,0,Morehead City Regional Office,0,Field Value,0,0,0,0,0,,Municipality,454,561.37795,424,0,0,No Parking,EI31.png,0,Emerald Isle,,,n/a,0,0,5/2/03,No,Ocean
-76.71712237,34.71978872,Morehead City,South 11th Street Water Access,South 11th & Shepard St,Shoreline,0,n/a,,0,0,"Public water access with parking and hand launching capabilities for canoes, kayaks, and catamarans. Also includes EZ Dock Kayak/Canoe launch.",,,Carteret,1,Morehead City Regional Office,0,Field Value,0,0,0,0,1,Morehead City,Municipality,,413.201694,546,0,18,Onsite Parking,,0,Morehead City,,0,n/a,0,0,9/7/17,No,Estuarine
-75.68906769,36.04341683,Kill Devil Hills,W. Hayman Blvd. Estuarine Access,W. Hayman Blvd. and Bay Drive,Shoreline,1,https://www.kdhnc.com/257/Ocean-Rescue-Division,,1,1,pier with gazebo - benches,,,Dare,1,Elizabeth City Regional Office,0,Field Value,0,0,0,,0,Town of Kill Devil Hills,Municipality,1161,1650.415068,401,0,5,Onsite Parking,ecity_kdh_whayman_123.png,0,Kill Devil Hills,Unmarked Parking,0,n/a,0,0,12/13/07,No,Estuarine
-78.50685483,33.8680966,Sunset Beach,Gazebo,W Main St & Sunset Blvd S,Beach,1,https://www.sunsetbeachnc.gov/vertical/sites/%7BA2C1D077-15B6-49E5-B8FD-53D65FA0DC5D%7D/uploads/2022_Surf_Chair-Walker_Letter_and_Agreement.pdf,,1,1,Handicap accessible to beach,,,Brunswick,0,Wilmington Regional Office,1,Field Value,1,1,1,4,0,Sunset Beach,Municipality,139,327.750461,162,1,103,Onsite Parking,SB20.png,0,Sunset Beach,,0,n/a,1,0,8/11/21,E,Ocean
-78.44692964,33.88484211,Ocean Isle Beach,Summerplace Access,123 West First Street,Beach,0,https://www.oibgov.com/pview.aspx?id=20773&catid=0,,1,1,,,,Brunswick,0,WILM,1,Field Value,0,0,0,,0,,Municipality,380,538.050623,68,0,14,On-Street Parking,OC66.png,0,Ocean Isle Beach,,0,n/a,0,0,8/11/21 10:19,No,Ocean
-78.40861663,33.89448784,Ocean Isle Beach,Winnabow Access,East First Street and Winnabow Street,Beach,1,https://www.oibgov.com/pview.aspx?id=20773&catid=0,,1,1,,,,Brunswick,1,WILM,1,Field Value,0,0,0,2,0,,Municipality,369,1098.349334,564,0,25,Both Parking Options,OC55.png,0,Ocean Isle Beach,Additional parking on Winnabow St,0,n/a,0,0,8/11/21 10:19,E,Ocean
-78.10684934,33.90862721,Oak Island,SE 58th Street,SE 58th and E Beach Dr,Beach,0,https://oakisland.recdesk.com/Community/Page?pageId=8056,0,1,0,Doggie Box,,,Brunswick,1,Wilmington Regional Office,0,Field Value,0,0,0,,0,Oak Island,Municipality,171,811.101927,625,0,4,Onsite Parking,Local.png,0,Oak Island,,0,n/a,0,0,21:08.8,No,Ocean
-77.89050409,34.03781865,Carolina Beach,Dolphin Lane,N. Carolina Beach Ave and Dolphin Lane,Beach,0,https://www.carolinabeach.org/government/departments/parks-recreation/beach-wheelchairs,,1,0,,,,New Hanover,0,Wilmington Regional Office,1,Field Value,,1,0,0,0,,Municipality,309,336.743537,897,0,0,Parking off-site,Local.png,0,Carolina Beach,Nearest parking is between Pelican & Dolphin Lane,,n/a,0,0,4/19/24,,Ocean
-75.67709509,36.04680168,Kill Devil Hills,Walker Street Ocean Access,Walker Street and North Virginia Dare Trail,Beach,0,https://www.kdhnc.com/257/Ocean-Rescue-Division,,1,1,,,,Dare,0,Elizabeth City Regional Office,0,Field Value,0,0,0,0,0,Town of Kill Devil Hills,Municipality,1135,522.893558,713,0,0,No Parking,ecity_kdh_walker_093.png,0,Kill Devil Hills,,,n/a,0,0,12/5/07,E,Ocean
-77.79171875,34.21115972,Wrightsville Beach,22,Augusta St,Beach,0,https://www.townofwrightsvillebeach.com/321/Accessibility,,1,1,,,,New Hanover,0,WILM,0,Field Value,0,0,0,0,0,Wrightsville Beach,Municipality,29,247.185535,26,0,0,On-Street Parking,WB26.png,0,Wrightsville Beach,,,n/a,0,0,57:23.1,,Ocean
-77.78936302,34.21427809,Wrightsville Beach,16,25 East Salisbury St,Beach,0,https://www.townofwrightsvillebeach.com/321/Accessibility,,1,1,Handicap accessible to beach,,,New Hanover,1,WILM,1,Field Value,1,1,1,3,0,Wrightsville Beach,Municipality,23,175.090751,22,1,999,Both Parking Options,WB32.png,0,Wrightsville Beach,,1,https://www.townofwrightsvillebeach.com/163/Parking/,1,1,57:23.1,E,Ocean
-77.02167834,34.66405282,Emerald Isle,EI-27,Ocean Drive between Stuart Ave & Purdie Dr,Beach,0,https://www.emeraldisle-nc.org/170/Beach-Wheel-Chair-Program,,1,1,,,,Carteret,0,Morehead City Regional Office,1,Field Value,0,0,0,0,0,Emerald Isle,Municipality,,542.884303,174,0,0,No Parking,,0,Emerald Isle,,,n/a,0,0,5/15/18,No,Ocean
-75.66915465,35.91029392,Manteo,Waterfront Boardwalk,307 Queen Elizabeth Avenue,Shoreline,1,n/a,,0,1,boardwalk - pier and pier with gazebo - boat ramp and kayak launch - boat slips,,,Dare,1,Elizabeth City Regional Office,0,Field Value,0,0,0,,1,Town of Manteo,Municipality,1179,334.556907,915,0,,No Parking,ecity_mant_waterfrontbrdwlk_144.png,0,Manteo,,,n/a,0,0,5/16/08,,Estuarine
-78.14535196,33.91356682,Oak Island,16th Place East,16th Pl E & E Beach Dr,Beach,0,https://oakisland.recdesk.com/Community/Page?pageId=8056,0,1,0,Doggie Box,,,Brunswick,1,Wilmington Regional Office,0,Field Value,0,0,0,,0,Oak Island,Municipality,186,781.627206,670,0,10,Both Parking Options,Neighborhood.png,0,Oak Island,Additional parking across the street,0,n/a,0,0,21:08.8,E,Ocean
-77.63805122,34.35797679,Topsail Beach,Darden Ave (O-14),Anderson and Darden,Beach,0,https://topsailbeachnc.gov/Departments/Police/Beach-Wheelchair,,1,1,,,2014-15,Pender,1,Wilmington Regional Office,1,Field Value,0,0,0,,0,,Municipality,65,774.520314,120,0,6,Both Parking Options,Neighborhood.png,0,Topsail Beach,,0,n/a,0,0,2/10/21,,Ocean
-77.51038785,34.44595709,Surf City,9th Street  and  N. Shore Dr.,9th Street  and  N. Shore Dr.,Beach,0,https://www.surfcitync.gov/2413/Beach-Wheelchairs,,1,1,,,,Onslow,0,Wilmington Regional Office,1,Field Value,,,,,0,,Municipality,71,347.461005,128,0,8,Onsite Parking,Neighborhood.png,0,Surf City,,0,n/a,0,0,2/1/13,,Ocean
-76.518947,35.7867014,Washington County,Cypress Point Access,Shore Drive,Shoreline,0,n/a,,0,0,pier with benches - hiking and bike trail,,,Washington,0,Washington Regional Office,0,Field Value,0,0,0,1,1,NCDP&R,STATE-NCDCR,1250,30144.97963,665,0,24,Onsite Parking,wash_wash_cypresspoint_023.png,1,Washington County,,0,n/a,1,0,2/20/14,No,Estuarine
-77.04644762,34.65847899,Emerald Isle,Shell Dr,Shell Dr and Ocean View Dr,Beach,0,https://www.emeraldisle-nc.org/170/Beach-Wheel-Chair-Program,,1,1,,,,Carteret,0,MHC,1,Field Value,0,0,0,0,0,Emerald Isle,Municipality,,792.478719,170,0,0,No Parking,,0,Emerald Isle,,,n/a,0,0,2/16/21 13:27,No,Ocean
-77.00559145,34.67143841,Emerald Isle,Emerald Isle Public Boat Ramp,6800 Emerald Drive,Shoreline,0,https://www.emeraldisle-nc.org/170/Beach-Wheel-Chair-Program,,1,0,Boat Ramp and Pier,,,Carteret,1,Morehead City Regional Office,0,Field Value,0,0,0,1,0,Town of Emerald Isle,Municipality,1005,1415.324578,181,0,20,Onsite Parking,EI165.png,0,Emerald Isle,107 Paved Boat Trailer Spaces,0,n/a,1,0,9/3/24,No,Estuarine
-76.82892718,34.69344474,Pine Knoll Shores,Iron Steamer Regional Access,345 Salter Path Road,Beach,0,The town has two ADA-compliant beach-capable wheelchairs. Chairs are located at the Fire Station 314 Salter Path Road. Phone: (252) 247-2268,,1,1,,,,Carteret,1,Morehead City Regional Office,1,Field Value,0,1,1,2,0,Pine Knoll Shores,Municipality,142,1658.662003,749,1,60,Onsite Parking,PK25.png,0,Pine Knoll Shores,,1,https://www.townofpks.com/beaches,1,1,3/10/21,Emergency,Ocean
-75.62969633,35.96794718,Nags Head,Hollowell Street,S. Virginia Dare Trail and Hollowell Street,Beach,0,http://nagsheadnc.gov/309/Public-Beach-Accesses,,1,1,,,,Dare,1,Elizabeth City Regional Office,1,Field Value,0,0,0,1,0,Town of Nags Head,Municipality,1192,1141.611868,317,0,16,Both Parking Options,ecity_nh_hollowell_158.png,0,Nags Head,,0,n/a,0,1,3/6/18,,Ocean
-78.25387033,33.91461239,Holden Beach,PW80,End of Avenue A,Beach,1,n/a,,0,1,,,,Brunswick,0,Wilmington Regional Office,1,Field Value,0,0,0,2,0,,Municipality,506,564.467978,465,0,15,Both Parking Options,Neighborhood.png,0,Holden Beach,Parking available adjacent,0,n/a,0,0,4/19/24,No,Ocean
-78.08609199,33.90521476,Oak Island,SE 79th Street,SE 79th and E Beach Dr,Beach,0,https://oakisland.recdesk.com/Community/Page?pageId=8056,0,1,0,Doggie Box,,,Brunswick,1,Wilmington Regional Office,0,Field Value,0,0,0,,0,Oak Island,Municipality,157,299.29726,373,0,6,Onsite Parking,Local.png,0,Oak Island,,0,n/a,0,0,21:08.8,No,Ocean
-77.02344099,34.66368869,Emerald Isle,EI-26,Ocean Dr. and Lee Ave.,Beach,1,https://www.emeraldisle-nc.org/170/Beach-Wheel-Chair-Program,,1,1,,,,Carteret,1,Morehead City Regional Office,1,Field Value,0,0,0,0,0,,Municipality,539,546.338427,768,0,0,No Parking,EI83.png,0,Emerald Isle,,,n/a,0,0,5/2/03,No,Ocean
-75.67233309,36.03942409,Kill Devil Hills,Fifth Street Ocean Access,Fifth Street and North Virginia Dare Trail,Beach,0,https://www.kdhnc.com/257/Ocean-Rescue-Division,,1,0,,,,Dare,0,Elizabeth City Regional Office,0,Field Value,0,0,0,0,0,Town of Kill Devil Hills,Municipality,1141,972.712957,715,0,0,No Parking,ecity_kdh_fifth_099.png,0,Kill Devil Hills,,,n/a,0,0,12/5/07,E,Ocean
-76.94839436,34.67733674,Emerald Isle,EI-63,2315 Ocean Dr.,Beach,1,https://www.emeraldisle-nc.org/170/Beach-Wheel-Chair-Program,,1,1,,,,Carteret,0,Morehead City Regional Office,1,Field Value,0,0,0,0,0,,Municipality,438,547.000667,106,0,0,No Parking,EI48.png,0,Emerald Isle,,,n/a,0,0,5/2/03,No,Ocean
-76.95784705,34.67792985,Emerald Isle,Park Street,Located across the street from the Eastern Ocean Regional Access.,Shoreline,0,https://www.emeraldisle-nc.org/170/Beach-Wheel-Chair-Program,,1,0,Users are asked to drop off equipment and park at the Eastern Regional Access.,,,Carteret,0,Morehead City Regional Office,0,Field Value,0,0,0,0,1,Emerald Isle,Municipality,,871.638503,103,0,0,Parking off-site,,0,Emerald Isle,Park at Eastern Regional Access,,n/a,0,0,5/15/18,No,Estuarine
-76.944857,35.999307,Windsor,Cashie Wetlands Walk,101 North York Street,Shoreline,0,n/a,,0,0,boardwalk - pier,,,Bertie,1,Washington Regional Office,0,Field Value,0,0,0,0,1,Town of Windsor,Municipality,1229,2356.462588,606,0,0,No Parking,wash_windsor_cashiewetlands_027.png,0,Windsor,,,n/a,0,0,1/27/14,No,Estuarine
-76.697736,36.431112,Gates County,Merchants Millpond State Park,Millpond Road,Shoreline,0,n/a,,0,0,fishing platform,,,Gates,0,Elizabeth City Regional Office,0,Field Value,0,0,0,1,1,NCDP&R,STATE-NCDCR,1050,2112.2325,279,0,40,Both Parking Options,ecity_gates_merchantsmillpond_085.png,1,Gates County,,0,n/a,1,0,3/4/13,,Estuarine
-76.83797021,34.69263149,Pine Knoll Shores,Qualls,448 Maritime Pl,Beach,0,The town has two ADA-compliant beach-capable wheelchairs. Chairs are located at the Fire Station 314 Salter Path Road. Phone: (252) 247-2268,,1,0,Walkway within the Beacons Reach/Maritime West subdivision.,,,Carteret,0,Morehead City Regional Office,0,Field Value,0,0,0,0,0,Pine Knoll Shores,Municipality,,2252.943692,747,0,0,Parking off-site,,0,Pine Knoll Shores,Nearest parking is across from the Clamdigger.,,n/a,0,0,7/24/17,No,Ocean
-75.70850964,36.09603398,Kitty Hawk,Fonck St.,Fonck St. and NC 12,Beach,0,n/a,,0,0,Handicap accessible to beach,,,Dare,0,Elizabeth City Regional Office,0,Field Value,1,0,0,0,0,Town of Kitty Hawk,Municipality,1171,859.586568,248,0,0,On-Street Parking,ecity_kh_fonck_134.png,0,Kitty Hawk,,,n/a,0,0,11/14/07,,Ocean
-77.62678739,34.36704353,Topsail Beach,Davis Ave (O-9),Anderson and Davis,Beach,1,https://topsailbeachnc.gov/Departments/Police/Beach-Wheelchair,,1,1,,,,Pender,1,Wilmington Regional Office,1,Field Value,0,0,0,,0,Topsail Beach,Municipality,60,885.320975,57,0,6,Both Parking Options,Neighborhood.png,0,Topsail Beach,,0,n/a,1,0,7/14/22,,Ocean
-77.59070057,34.39501691,Surf City,Beach Access #39,2808 S Shore Dr,Shoreline,0,https://www.surfcitync.gov/2413/Beach-Wheelchairs,,1,1,,,,Pender,0,Wilmington Regional Office,1,Field Value,0,0,0,0,0,,Municipality,100,1005.089861,157,0,0,No Parking,Local.png,0,Surf City,,,n/a,0,0,8/11/21,No,Estuarine
-76.59187096,35.41341572,Belhaven,Wrights Creek,1922 Wilkins Rd,Shoreline,0,n/a,,0,1,Unimproved Site,6729,2015-2016,Beaufort,1,MHC,0,Field Value,0,0,0,0,0,Beaufort County,County,,374.113872,773,0,0,Onsite Parking,,0,Belhaven,,,n/a,0,0,3/31/21 10:49,No,Estuarine
-75.83083573,36.38964817,Currituck County,Currituck Banks Reserve,NC 12 terminus at North Beach Access Road,Beach,1,n/a,,0,0,boardwalk and hiking trail to sound,,,Currituck,0,Elizabeth City Regional Office,0,Field Value,0,0,0,1,0,NOAA/NCDCM,NCNERR,1095,1641.162458,809,0,11,Onsite Parking,ecity_curr_banksreserve_037.png,0,Currituck County,,0,n/a,0,0,2/22/18,,Ocean
-78.25019513,33.91449662,Holden Beach,PW40,End of Dunscape Dr,Beach,0,n/a,,0,1,Stairs to beach,,,Brunswick,1,Wilmington Regional Office,1,Field Value,0,0,0,,0,,Municipality,504,551.778087,465,0,,No Parking,Local.png,0,Holden Beach,,,n/a,0,0,4/19/24,No,Ocean
-77.90689281,33.99652672,Kure Beach,J Avenue (Beach Access #139),135 Fort Fisher Blvd. S.,Beach,1,https://www.townofkurebeach.org/beach-wheelchairs,,1,1,,,,New Hanover,1,Wilmington Regional Office,1,Field Value,1,1,1,2,0,,Municipality,403,405.156557,82,1,18,Onsite Parking,Neighborhood.png,0,Kure Beach,,1,https://www.townofkurebeach.org/parking,0,0,12/10/24,No,Ocean
-77.51476134,34.44348336,Surf City,Beach Access #3,1902 North Shore Drive,Beach,1,https://www.surfcitync.gov/2413/Beach-Wheelchairs,,1,1,Portable Restroom,,,Onslow,0,Wilmington Regional Office,1,Field Value,0,0,0,,0,Surf City,Municipality,74,560.855809,129,0,40,On-Street Parking,Neighborhood.png,0,Surf City,,1,https://www.surfcitync.gov/2425/Beach-Parking,0,0,8/11/21,No,Ocean
-76.72941481,34.69770999,Atlantic Beach,Glenn St.,304 Glenn St.,Beach,0,http://atlanticbeach-nc.com/departments/fire-department/beach-wheelchair-program/,,1,1,,,,Carteret,0,Morehead City Regional Office,,Field Value,,,,0,0,Atlantic Beach,Municipality,358,203.028609,539,,0,No Parking,AB09.png,,Atlantic Beach,,,n/a,,,3/10/21,No,Ocean
-76.13473404,36.29249873,Camden County,Treasure Point Community Access,123 Treasure Point Road,Shoreline,1,n/a,,0,0,Boardwalk - Pier - Kayak launch,,,Camden,1,Elizabeth City Regional Office,0,Field Value,0,0,0,1,1,Camden County,County,1066,17313.18971,571,0,10,Onsite Parking,ecity_camd_treasurepoint_005.png,1,Camden County,,0,n/a,1,1,7/15/08,,Estuarine
-78.20595901,33.91417711,Oak Island,48th Place West,48th W & Beach Dr,Beach,0,https://oakisland.recdesk.com/Community/Page?pageId=8056,0,1,1,Doggie Box,,,Brunswick,0,Wilmington Regional Office,0,Field Value,0,0,0,,0,Oak Island,Municipality,208,800.128773,698,0,8,Onsite Parking,Neighborhood.png,0,Oak Island,,0,n/a,0,0,21:08.8,E,Ocean
-77.89743066,34.02022445,Carolina Beach,North Carolina Ave,US 421 and North Carolina Ave,Beach,1,https://www.carolinabeach.org/government/departments/parks-recreation/beach-wheelchairs,0,1,0,,,,New Hanover,1,Wilmington Regional Office,1,Field Value,0,1,1,0,0,Carolina Beach,Municipality,477,624.421693,438,1,0,No Parking,Local.png,0,Carolina Beach,,,n/a,0,0,8/9/21,No,Ocean
-77.40462514,34.49991128,North Topsail Beach,NTB BA-35,Across from 385 New River Inlet Rd,Beach,,https://www.ntbnc.org/_files/ugd/e4899e_ed33ab4a6e3447c6b025bdf7a4ad346e.pdf,,1,,Verify Data with NTB,,,Onslow,0,Wilmington Regional Office,0,Field Value,,,,,0,,Municipality,,393.454288,298,,,,,0,North Topsail Beach,,,n/a,,,1/25/24,,Ocean
-78.13298171,33.91223294,Oak Island,29th Place East,29th Pl E & Beach Dr,Beach,0,https://oakisland.recdesk.com/Community/Page?pageId=8056,0,1,0,Rinse Station,,,Brunswick,1,Wilmington Regional Office,0,Field Value,0,0,0,,0,Oak Island,Municipality,181,794.19762,657,0,,On-Street Parking,Local.png,0,Oak Island,,0,n/a,0,0,21:08.8,No,Ocean
-75.94558618,36.3587307,Currituck County,Coinjock Boating Access,482 Waterlilly Road,Shoreline,0,n/a,,0,0,boardwalk with gazebo,,,Currituck,0,Elizabeth City Regional Office,0,Field Value,0,0,0,1,0,Currituck County,County,0,4386.448636,475,0,5,Onsite Parking,ecity_curr_waterlilly_198.JPG,0,Currituck County,Boat ramp and boat trailer parking,0,n/a,0,0,2/26/13,,Estuarine
-78.43804308,33.8869407,Ocean Isle Beach,Pier #1,W First St & Clinton St,Beach,0,https://www.oibgov.com/pview.aspx?id=20773&catid=0,,1,0,,,,Brunswick,0,WILM,1,Field Value,0,0,0,,0,Odell Williamson,Municipality,377,579.749127,65,0,100,Onsite Parking,OC63.png,0,Ocean Isle Beach,Additional parking at pier,1,https://oibpier.com/park-at-the-pier/,0,0,8/11/21 10:19,E,Ocean
-77.90978012,33.98808883,Kure Beach,Davis Road,Fort Fisher Blvd. S. and Davis Road,Beach,0,https://www.townofkurebeach.org/beach-wheelchairs,,1,1,,,,New Hanover,0,Wilmington Regional Office,1,Field Value,0,0,0,0,0,,Municipality,409,346.265993,86,0,0,On-Street Parking,Local.png,0,Kure Beach,,,n/a,0,0,12/10/24,E,Ocean
-77.79914881,34.20315601,Wrightsville Beach,33,Seashore St,Beach,0,https://www.townofwrightsvillebeach.com/321/Accessibility,,1,1,,,,New Hanover,0,WILM,0,Field Value,0,0,0,0,0,Wrightsville Beach,Municipality,40,597.623819,39,0,0,On-Street Parking,Local.png,0,Wrightsville Beach,,,n/a,0,0,57:23.1,,Ocean
-76.69772219,35.02437761,Oriental,Water Street,Water Street,Shoreline,0,n/a,,0,1,Sound Access,,,Pamlico,1,Morehead City Regional Office,1,Field Value,0,0,0,0,0,Oriental,Municipality,612,719.491049,735,1,0,No Parking,OD371.png,0,Oriental,,,n/a,0,0,6/10/98,No,Estuarine
-75.4934915,35.71629085,Dare County,Pea Island Visitor Center and North Pond Interpretive Trail,NC 12,Beach,1,n/a,,0,0,beach and sound access - overlook - walking and biking trail,,,Dare,0,Elizabeth City Regional Office,0,Field Value,0,0,0,1,0,USFWS,Federal,1110,1508.009385,624,0,18,Onsite Parking,ecity_dare_usfwsntrailpond_052.png,0,Dare County,,0,n/a,1,0,1/30/08,,Ocean
-75.768929,35.911979,Dare County,Bebops Public Multi-Use Pier,9220 Hwy 64/264,Shoreline,0,n/a,,0,0,pier with gazebo and benches,,,Dare,0,Elizabeth City Regional Office,0,Field Value,0,0,0,3,0,Dare County,Local Government,1040,691.596996,910,0,5,Onsite Parking,ecity_dare_bebops_059.png,0,Dare County,Unmarked Parking,0,n/a,0,0,1/17/13,,Estuarine
-77.4799725,34.46367475,North Topsail Beach,Beach Access # 13,124 Topsail Rd,Beach,0,https://www.ntbnc.org/_files/ugd/e4899e_ed33ab4a6e3447c6b025bdf7a4ad346e.pdf,,1,1,,,,Onslow,0,Wilmington Regional Office,1,Field Value,0,0,0,,0,Onslow County,Municipality,243,590.902235,805,0,12,Onsite Parking,Local.png,0,North Topsail Beach,Parking across the street.,1,https://www.northtopsailbeachnc.gov/beach-accesses,0,0,1/25/24,No,Ocean
-76.96643157,34.67462547,Emerald Isle,EI-56,Ocean Dr. and Gregg St.,Beach,0,https://www.emeraldisle-nc.org/170/Beach-Wheel-Chair-Program,,1,1,,,,Carteret,0,Morehead City Regional Office,1,Field Value,0,0,0,0,0,,Municipality,432,541.32277,100,1,0,No Parking,EI55.png,0,Emerald Isle,,,n/a,0,0,5/2/03,No,Ocean
-76.73051917,35.86993049,Plymouth,Bear Track Landing Conaby Creek,1002 East Main Street,Shoreline,0,n/a,,0,1,fishing pier - history and canoe/kayak trail signage,7387,2017-18,Washington,1,Washington Regional Office,0,Field Value,0,,0,,1,Town of Plymouth,Municipality,,5016.02561,646,0,6,Onsite Parking,,1,Plymouth,,0,n/a,0,0,5/8/19,,Estuarine
-76.2759937,36.21937582,Pasquotank County,Halls Creek Boating Access Area,1043 Halls Creek Road,Shoreline,0,n/a,,0,0,boardwalk - fishing pier - boat ramp and boat trailer parking,,,Pasquotank,0,Elizabeth City Regional Office,0,Field Value,0,0,0,,0,Pasquotank County/NCWRC,STATE-NCWRC,1223,16227.92735,600,0,10,Onsite Parking,ecity_pasq_hallscreek_192.png,0,Pasquotank County,Unmarked Parking,0,n/a,0,0,1/10/13,,Estuarine
